trial_id,label,label_name,hit,timed_out,outcome,fighting,final_x,dist_final,mean_dist,min_dist,frac_correct_side,n_reversals,n_reversals_wrong,n_reversals_correct,peak_excursion,n_frames,trial_duration_s,reaction_frames,reaction_s,game,subject,session
24,0,LEFT,True,False,hit,False,60.0,0.0,289.19354838709677,0.0,0.6013824884792627,24,15,9,340.0,434,7.233333333333333,0.0,0.0,neurofeedback,Subject_000,Session_001
25,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,541.0,372.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_001
26,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,541.0,372.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_001
27,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,537.7586206896551,372.0,0.0,4,4,0,0.0,174,2.9,,,neurofeedback,Subject_000,Session_001
28,1,RIGHT,False,False,wrong_early,False,358.0,412.0,380.592082616179,160.0,0.4802065404475043,28,13,15,210.0,581,9.683333333333334,276.0,4.6,neurofeedback,Subject_000,Session_001
0,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,466.94323144104806,340.0,0.0,1,1,0,0.0,229,3.816666666666667,,,neurofeedback,Subject_000,Session_002
1,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,511.0,342.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_002
2,0,LEFT,True,False,hit,False,60.0,0.0,298.8804347826087,0.0,0.46195652173913043,7,7,0,340.0,368,6.133333333333334,198.0,3.3,neurofeedback,Subject_000,Session_002
3,1,RIGHT,True,False,hit,True,740.0,30.0,401.156378600823,30.0,0.3497942386831276,19,19,0,340.0,486,8.1,316.0,5.266666666666667,neurofeedback,Subject_000,Session_002
4,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,511.0,342.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_002
5,1,RIGHT,True,False,hit,False,740.0,30.0,199.0,30.0,1.0,0,0,0,340.0,170,2.8333333333333335,0.0,0.0,neurofeedback,Subject_000,Session_002
6,1,RIGHT,False,False,close_weak_early,False,502.0,268.0,180.06239168110918,52.0,1.0,39,0,39,318.0,577,9.616666666666667,0.0,0.0,neurofeedback,Subject_000,Session_002
7,0,LEFT,True,False,hit,False,60.0,0.0,169.0,0.0,1.0,0,0,0,340.0,170,2.8333333333333335,0.0,0.0,neurofeedback,Subject_000,Session_002
8,1,RIGHT,True,False,hit,False,740.0,30.0,383.9672131147541,30.0,0.4016393442622951,11,1,10,340.0,488,8.133333333333333,292.0,4.866666666666666,neurofeedback,Subject_000,Session_002
9,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,488.1111111111111,342.0,0.0,10,10,0,0.0,216,3.6,,,neurofeedback,Subject_000,Session_002
10,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,511.48275862068965,342.0,0.0,2,2,0,0.0,174,2.9,,,neurofeedback,Subject_000,Session_002
11,0,LEFT,False,False,wrong_paddle,False,740.0,680.0,511.0,342.0,0.0,0,0,0,0.0,170,2.8333333333333335,,,neurofeedback,Subject_000,Session_002
12,1,RIGHT,True,False,hit,False,740.0,30.0,199.0,30.0,1.0,0,0,0,340.0,170,2.8333333333333335,0.0,0.0,neurofeedback,Subject_000,Session_002
13,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,395.4512820512821,218.0,0.5615384615384615,17,0,17,152.0,390,6.5,0.0,0.0,neurofeedback,Subject_000,Session_002
14,1,RIGHT,False,False,wrong_paddle,True,60.0,710.0,542.4018691588785,372.0,0.0,16,16,0,0.0,214,3.566666666666667,,,neurofeedback,Subject_000,Session_002
15,0,LEFT,True,False,hit,False,60.0,0.0,169.0,0.0,1.0,0,0,0,340.0,170,2.8333333333333335,0.0,0.0,neurofeedback,Subject_000,Session_002
16,1,RIGHT,False,False,wrong_paddle,True,60.0,710.0,557.8070175438596,372.0,0.0,32,32,0,0.0,342,5.7,,,neurofeedback,Subject_000,Session_002
17,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,536.6666666666666,372.0,0.0,10,10,0,0.0,180,3.0,,,neurofeedback,Subject_000,Session_002
18,0,LEFT,False,False,wrong_paddle,True,740.0,680.0,445.59166666666664,228.0,0.2520833333333333,43,36,7,112.0,480,8.0,0.0,0.0,neurofeedback,Subject_000,Session_002
19,1,RIGHT,True,False,hit,False,740.0,30.0,247.9579831932773,30.0,0.8445378151260504,30,13,17,340.0,238,3.966666666666667,0.0,0.0,neurofeedback,Subject_000,Session_002
20,0,LEFT,True,False,hit,True,60.0,0.0,401.4790874524715,0.0,0.3231939163498099,31,31,0,340.0,526,8.766666666666667,356.0,5.933333333333334,neurofeedback,Subject_000,Session_002
21,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,423.20588235294116,228.0,0.36519607843137253,14,9,5,142.0,408,6.8,88.0,1.4666666666666666,neurofeedback,Subject_000,Session_002
22,1,RIGHT,True,False,hit,False,740.0,30.0,374.75,30.0,0.42424242424242425,21,9,12,340.0,528,8.8,304.0,5.066666666666666,neurofeedback,Subject_000,Session_002
23,1,RIGHT,True,False,hit,False,740.0,30.0,336.1138211382114,30.0,0.4796747967479675,41,31,10,340.0,492,8.2,6.0,0.1,neurofeedback,Subject_000,Session_002
24,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,443.3151515151515,282.0,0.42727272727272725,17,4,13,88.0,330,5.5,0.0,0.0,neurofeedback,Subject_000,Session_002
25,0,LEFT,True,False,hit,False,60.0,0.0,179.7337278106509,0.0,0.9142011834319527,28,9,19,340.0,338,5.633333333333334,0.0,0.0,neurofeedback,Subject_000,Session_002
26,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,541.3908045977012,372.0,0.0,2,2,0,0.0,174,2.9,,,neurofeedback,Subject_000,Session_002
27,0,LEFT,True,False,hit,False,60.0,0.0,182.03846153846155,0.0,1.0,14,0,14,340.0,208,3.466666666666667,0.0,0.0,neurofeedback,Subject_000,Session_002
28,0,LEFT,True,False,hit,False,60.0,0.0,214.13636363636363,0.0,1.0,8,0,8,340.0,264,4.4,0.0,0.0,neurofeedback,Subject_000,Session_002
29,1,RIGHT,False,False,close_strong_early,False,604.0,166.0,335.8982456140351,54.0,0.49122807017543857,37,21,16,316.0,570,9.5,290.0,4.833333333333333,neurofeedback,Subject_000,Session_002
30,0,LEFT,True,False,hit,False,60.0,0.0,197.15686274509804,0.0,0.8529411764705882,8,6,2,340.0,204,3.4,30.0,0.5,neurofeedback,Subject_000,Session_002
31,0,LEFT,True,False,hit,False,60.0,0.0,186.96296296296296,0.0,1.0,10,0,10,340.0,216,3.6,0.0,0.0,neurofeedback,Subject_000,Session_002
32,1,RIGHT,True,False,hit,False,740.0,30.0,285.7482014388489,30.0,0.6115107913669064,9,9,0,340.0,278,4.633333333333334,108.0,1.8,neurofeedback,Subject_000,Session_002
33,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,458.8382352941176,278.0,0.3713235294117647,5,0,5,92.0,272,4.533333333333333,0.0,0.0,neurofeedback,Subject_000,Session_002
34,0,LEFT,True,False,hit,False,60.0,0.0,169.0,0.0,1.0,0,0,0,340.0,170,2.8333333333333335,0.0,0.0,neurofeedback,Subject_000,Session_002
35,1,RIGHT,False,False,wrong_paddle,True,186.0,584.0,401.98579040852576,226.0,0.37122557726465366,46,27,19,144.0,563,9.383333333333333,112.0,1.8666666666666667,neurofeedback,Subject_000,Session_002
36,1,RIGHT,False,False,wrong_paddle,False,226.0,544.0,292.0353982300885,66.0,0.672566371681416,24,6,18,304.0,565,9.416666666666666,16.0,0.26666666666666666,neurofeedback,Subject_000,Session_002
37,0,LEFT,True,False,hit,False,60.0,0.0,170.4418604651163,0.0,1.0,2,0,2,340.0,172,2.8666666666666667,0.0,0.0,neurofeedback,Subject_000,Session_002
38,0,LEFT,True,False,hit,False,60.0,0.0,292.34222222222223,0.0,0.6288888888888889,12,1,11,340.0,450,7.5,0.0,0.0,neurofeedback,Subject_000,Session_002
39,0,LEFT,True,False,hit,False,60.0,0.0,165.38095238095238,0.0,1.0,2,0,2,340.0,210,3.5,0.0,0.0,neurofeedback,Subject_000,Session_002
40,0,LEFT,True,False,hit,False,60.0,0.0,186.04854368932038,0.0,1.0,16,0,16,340.0,206,3.433333333333333,0.0,0.0,neurofeedback,Subject_000,Session_002
41,0,LEFT,True,False,hit,False,60.0,0.0,169.0,0.0,1.0,0,0,0,340.0,170,2.8333333333333335,0.0,0.0,neurofeedback,Subject_000,Session_002
42,0,LEFT,True,False,hit,False,60.0,0.0,169.3953488372093,0.0,1.0,2,0,2,340.0,172,2.8666666666666667,0.0,0.0,neurofeedback,Subject_000,Session_002
43,0,LEFT,True,False,hit,False,60.0,0.0,170.6888888888889,0.0,1.0,4,0,4,340.0,180,3.0,0.0,0.0,neurofeedback,Subject_000,Session_002
44,0,LEFT,True,False,hit,False,60.0,0.0,158.1578947368421,0.0,1.0,16,0,16,340.0,228,3.8,0.0,0.0,neurofeedback,Subject_000,Session_002
45,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,539.1379310344828,372.0,0.0,2,2,0,0.0,174,2.9,,,neurofeedback,Subject_000,Session_002
46,1,RIGHT,False,False,wrong_paddle,False,60.0,710.0,552.3814432989691,372.0,0.0,8,8,0,0.0,194,3.2333333333333334,,,neurofeedback,Subject_000,Session_002
47,1,RIGHT,False,False,close_strong_early,False,606.0,164.0,359.20781527531085,150.0,0.566607460035524,21,9,12,220.0,563,9.383333333333333,244.0,4.066666666666666,neurofeedback,Subject_000,Session_002
